TV Title,totaln,males_n,females_n,under_18_n,males_under_18_n,females_under_18_n,aged_18_to_29_n,males_aged_18_to_29_n,females_aged_18_to_29_n,aged_30_to_44_n,males_aged_30_to_44_n,females_aged_30_to_44_n,aged_45_n,males_aged_45_n,females_aged_45_n,imdb_staff_n,top_1000_voters_n,US_users_n,mean,males,females,under_18,males_under_18,females_under_18,aged_18_to_29,males_aged_18_to_29,females_aged_18_to_29,aged_30_to_44,males_aged_30_to_44,females_aged_30_to_44,aged_45,males_aged_45,females_aged_45,imdb_staff,top_1000_voters,US_users
California Dreams,816,388,330,2,1,1,302,136,166,357,212,145,31,27,4,NA,35,374,6.9,6.6,7.2,6,6,6,7.3,6.9,7.6,6.6,6.4,7,6.7,6.9,6.5,NA,6.3,7.1
Caroline in the City,1793,975,594,3,2,1,469,238,231,806,537,269,249,179,70,NA,115,632,5.9,5.8,6.2,9.3,9,10,6.1,5.7,6.7,5.8,5.7,6,6,6,6,NA,5.4,5.8
Cheers,23399,16379,4513,180,127,53,7786,5910,1876,9617,7865,1752,2712,2130,582,4,337,8050,7.7,7.8,7.4,7.7,7.8,7.3,7.6,7.7,7.2,7.8,7.8,7.4,8,8.1,7.7,7.8,6.8,8
City Guys,383,226,113,1,1,NA,209,135,74,98,67,31,22,18,4,NA,11,207,6.9,7.1,6.6,10,10,NA,6.9,6.8,7.3,6.8,7,5.8,7.6,8,5.3,NA,6.3,7.3
Committed,311,191,83,NA,NA,NA,129,88,41,107,81,26,32,22,10,1,23,141,6.8,6.8,6.9,NA,NA,NA,6.8,6.6,7.8,7,6.9,7.4,6.5,7.2,4.8,3,5,6.4
Conrad Bloom,43,28,10,NA,NA,NA,9,6,3,20,15,5,9,7,2,NA,8,9,6.4,6.8,5,NA,NA,NA,6.6,6.3,9,7.9,8.3,6.3,4.7,5.4,5.5,NA,5.6,5.1
The Cosby Show,18443,11374,5054,253,149,104,7067,4623,2444,7160,5316,1844,1496,1063,433,3,302,7173,7.3,7.2,7.6,8.2,8.1,8.3,7.4,7.3,7.5,7.2,7.1,7.7,7.3,7.1,7.8,7.3,6.1,7.6
Coupling,26180,17505,6091,152,110,42,12868,9382,3486,8663,6659,2004,1425,1098,327,5,216,3834,8.5,8.5,8.5,7.1,6.9,7.5,8.6,8.6,8.6,8.5,8.5,8.5,8.2,8.3,7.7,8.7,6,7.9
Day by Day,96,53,25,NA,NA,NA,6,6,NA,49,33,16,23,14,9,NA,14,50,7.4,7.1,7,NA,NA,NA,9.3,9.3,NA,6.8,6.5,7.1,7,7.2,6.9,NA,6.6,6.8
The Days and Nights of Molly Dodd,276,132,97,NA,NA,NA,10,7,3,65,42,23,146,80,66,NA,32,168,7,7.4,7.5,NA,NA,NA,6.3,5.1,7.7,7.1,7.2,6.5,7.8,7.9,7.6,NA,5.9,7.6
Dear John,530,346,122,2,1,1,60,43,17,277,211,66,117,87,30,NA,45,239,6.6,6.6,6.8,8.5,7,10,6.5,6.7,5.3,6.7,6.6,6.8,6.5,6.4,7.3,NA,6.5,6.4
A Different World,2502,1206,1017,13,4,9,620,262,358,1212,720,492,299,195,104,2,104,1554,6.2,5.8,6.9,8.2,8.3,8.6,7.3,6.9,7.8,5.9,5.6,6.7,5.9,5.8,6.4,7.5,5.9,6.3
Double Trouble,120,46,49,NA,NA,NA,2,2,NA,63,22,41,25,22,3,NA,13,79,6.8,6.9,7.2,NA,NA,NA,9,9,NA,6.7,6.2,7.4,7.4,7.3,9,NA,6.2,7.1
Down Home with the Neelys,162,54,81,1,1,NA,49,18,31,51,19,32,29,16,13,NA,6,128,4.8,2.9,5.9,6,6,NA,4.2,2.7,5,5.6,3.3,7.3,3.6,2.6,6.2,NA,4.6,4.9
Easy Street,37,28,5,NA,NA,NA,1,1,NA,16,14,2,16,13,3,NA,8,22,6.7,6.3,5,NA,NA,NA,10,10,NA,5.3,5.3,5,6.6,6.5,9.3,NA,6,5.7
Emeril,76,46,15,NA,NA,NA,21,15,6,20,15,5,20,16,4,NA,11,53,4,3.9,4,NA,NA,NA,2.9,2.7,3.7,6.5,6.6,6.2,3.3,3.6,5.3,NA,3.9,4.1
Empty Nest,1355,744,429,1,1,NA,129,68,61,750,486,264,269,180,89,1,92,783,6.4,6.2,6.6,8,8,NA,6.8,6.9,6.6,6.2,6.1,6.6,6.5,6.4,6.7,4,6.4,6.4
Family Ties,8327,5198,2137,71,36,35,1681,1077,604,4204,3135,1069,1142,846,296,2,257,3405,6.9,6.9,7,7.8,7.7,8.2,6.5,6.5,6.6,7,6.9,7.2,7,7.1,6.9,8,5.9,7
Father of the Pride,968,665,172,9,7,2,419,341,78,310,252,58,84,56,28,NA,46,323,6.5,6.6,6.6,8.4,8.5,7.5,6.9,6.9,6.9,6.4,6.3,6.6,6.4,6.4,6.6,NA,5.3,6.3
Fired Up,104,58,23,NA,NA,NA,11,8,3,42,32,10,27,18,9,NA,15,57,6.5,6.4,5.8,NA,NA,NA,7.6,7.7,8.7,5.8,5.9,5,6.5,6.6,6.1,NA,5.7,6.4
The Fighting Fitzgeralds,30,17,6,NA,NA,NA,4,3,1,9,8,1,8,6,2,NA,7,16,7.4,6.3,6.1,NA,NA,NA,6.5,8.3,1,6.1,5.1,10,7.4,7.5,8.5,NA,7.2,6.2
For Your Love,139,56,58,NA,NA,NA,43,22,21,45,25,20,23,8,15,NA,17,84,6.3,6.2,7.3,NA,NA,NA,7.5,6.6,8.4,6.5,5.8,7.7,6.2,6.3,6,NA,5.5,7.3
Four Kings,395,247,81,1,NA,1,177,137,40,121,93,28,22,13,9,NA,19,146,6.3,6.5,6.3,9,NA,9,7,6.9,7.7,6.1,6.1,5.7,5.6,6.1,5,NA,4.8,6.5
Frasier,39636,25663,9621,419,296,123,17524,12658,4866,13063,9870,3193,3216,2268,948,7,345,9821,7.9,7.9,7.8,8.2,8.4,7.7,7.9,7.9,7.7,7.8,7.8,7.9,8.1,8.1,8.2,8.3,6.7,7.9
The Fresh Prince of Bel-Air,54621,37156,11608,1430,981,449,32239,24402,7837,11967,9617,2350,1581,1170,411,4,342,14268,7.8,7.8,7.7,8.6,8.6,8.7,8.1,8.2,7.9,7.3,7.4,7.3,6.7,6.7,7,6.5,6.4,7.9
Friends,257135,155180,71780,7876,4434,3442,154205,104701,49504,49364,36523,12841,6153,4324,1829,13,468,33668,8.8,8.7,9.1,9.3,9.2,9.5,9.1,9,9.3,8.4,8.3,8.7,7.7,7.6,8,7.3,6.9,8.2
Gimme a Break!,953,515,307,3,1,2,71,30,41,524,338,186,201,135,66,1,77,621,6,5.8,6.4,6.7,1,9.5,6.6,6.5,6.7,6.1,5.8,6.7,5.6,5.5,5.9,9,5.6,6
Go Fish,39,25,9,NA,NA,NA,19,13,6,10,8,2,5,4,1,NA,3,21,6.2,5.1,2.7,NA,NA,NA,2.6,1.9,3.8,5.9,7.6,4.5,5.2,5.8,9,NA,2,4.8
The Golden Girls,15631,7653,6184,146,64,82,5074,2380,2694,6391,3935,2456,1762,1102,660,2,273,6984,7.4,7.1,8.1,8.5,7.9,8.8,7.5,7.1,8.1,7.2,6.9,8.1,7.5,7.3,7.9,8,6.1,7.7
"Good Morning, Miami",432,257,109,NA,NA,NA,153,99,54,149,112,37,61,45,16,NA,24,175,6.1,6.1,6.1,NA,NA,NA,6,5.9,6.5,6.4,6.4,6,5.6,5.7,5.1,NA,5.7,6.2
Hang Time,402,240,122,1,NA,1,192,126,66,144,103,41,12,8,4,NA,21,177,6.7,6.7,6.7,7,NA,7,7,6.9,7.2,6.5,6.3,7.1,5.8,7.5,6.8,NA,6.4,7.1
Happy Family,57,30,22,NA,NA,NA,18,9,9,21,11,10,12,9,3,NA,7,27,7.2,6.1,5.2,NA,NA,NA,6.1,5.7,8.2,6.2,6.2,6,5.5,6.5,4.3,NA,5.6,5.5
Here and Now,18,12,3,NA,NA,NA,3,3,NA,7,6,1,3,2,1,NA,5,7,7.2,7.1,9,NA,NA,NA,6.7,6.7,NA,7.8,8.1,7,8,7,10,NA,5.2,6.8
Hidden Hills,97,62,18,NA,NA,NA,20,16,4,30,27,3,26,17,9,NA,5,40,7.8,7,4.6,NA,NA,NA,6.6,6.7,3.8,7,6.9,8,6.3,7.2,3.8,NA,5.3,7.1
House Rules,6,5,1,NA,NA,NA,1,1,NA,2,1,1,3,3,NA,NA,1,5,7.2,6.2,6,NA,NA,NA,5,5,NA,7,8,6,8,8,NA,NA,5,7
Inside Schwartz,70,47,12,NA,NA,NA,15,13,2,29,22,7,15,12,3,NA,12,40,5.8,6,3.5,NA,NA,NA,6.4,6.4,5.5,5.2,5.6,3.7,5.3,6.1,2.7,NA,5.1,5.6
It's Your Move,293,205,51,NA,NA,NA,21,14,7,166,135,31,57,52,5,NA,33,179,7,7.3,6.3,NA,NA,NA,1.7,2.1,1,8,7.9,8.3,7.4,7.5,5.9,NA,5.1,7.1
Jennifer Slept Here,69,32,22,NA,NA,NA,1,NA,1,42,23,19,9,9,NA,NA,7,38,7.8,5.6,7.2,NA,NA,NA,10,NA,10,6.6,5.8,7.6,5.3,5.3,NA,NA,5.6,6.7
Jesse,742,415,232,1,1,NA,267,143,124,281,203,78,83,63,20,NA,63,191,5.6,5.4,6.2,9,9,NA,6.1,5.7,6.6,5.3,5.2,5.7,5.7,5.8,5.5,NA,5.5,5.9
Melissa & Joey,7027,2812,3389,358,100,258,3796,1665,2131,1414,762,652,291,161,130,NA,82,1775,6.7,6.2,7.4,8.1,7.7,8.2,7.1,6.7,7.5,6.2,5.7,7.1,5.8,5.2,7.1,NA,4.4,6.7
The John Larroquette Show,490,332,92,1,1,NA,34,27,7,235,189,46,143,110,33,NA,58,282,6.9,6.9,7.1,1,1,NA,6.8,6.3,8.6,6.7,6.7,6.8,7.3,7.3,7.4,NA,6.2,6.9
Just Shoot Me!,10376,6648,2667,79,48,31,4677,3217,1460,3505,2635,870,827,632,195,NA,242,3377,6.7,6.7,6.9,7.1,7.1,7.1,6.9,6.8,7,6.6,6.6,6.7,6.9,6.9,6.9,NA,5.7,6.7
Kath & Kim,1768,1027,670,13,5,8,838,463,375,624,420,204,178,125,53,1,44,923,5,4.9,5.2,6.4,5,8.2,5.2,5,5.6,4.8,4.8,4.8,4.8,4.8,4.6,4,4.6,5.5
Kristin,99,31,52,1,NA,1,42,13,29,23,8,15,15,9,6,NA,7,44,7.5,4.2,6.4,10,NA,10,5.5,4.3,7.1,4,1.3,5.6,5.5,5.4,5.7,NA,4.7,6.2
The Last Precinct,16,10,2,NA,NA,NA,1,NA,1,8,8,NA,3,2,1,NA,6,4,7.5,8,4.5,NA,NA,NA,1,NA,1,7.5,7.5,NA,8.3,8.5,8,NA,6.9,7
LateLine,69,40,11,NA,NA,NA,6,6,NA,24,20,4,20,13,7,NA,15,38,7.3,6.5,6.4,NA,NA,NA,6.1,6.1,NA,6.9,6.6,8.8,6.3,6.6,4.5,NA,6.4,6.5
"Love, Sidney",97,52,28,NA,NA,NA,5,3,2,26,13,13,48,36,12,NA,17,61,7.3,6.2,8,NA,NA,NA,6,6.3,5.5,6.8,5.8,8.4,6.7,6.4,8,NA,6.5,6.6
Mad About You,11332,6567,3615,43,28,15,4184,2505,1679,4549,3158,1391,1122,747,375,1,246,3112,6.4,6.3,6.6,6.9,7,6.4,6.3,6.2,6.6,6.4,6.3,6.7,6.8,6.8,6.7,6,5.4,6.2
Madman of the People,21,18,1,NA,NA,NA,2,2,NA,10,9,1,7,7,NA,NA,6,10,5.6,4.5,3,NA,NA,NA,2.5,2.5,NA,4.1,4.4,3,5.3,5.3,NA,NA,3.1,4.8
Mama's Family,2045,1108,674,8,5,3,488,269,219,883,564,319,339,241,98,1,91,1421,6.9,6.7,7.5,7.1,7.4,6.7,7.7,7.4,8.1,6.8,6.5,7.5,6.7,6.7,6.7,10,6.7,7
The Michael Richards Show,226,167,19,2,2,NA,78,74,4,67,60,7,36,30,6,NA,22,98,5.3,5.4,5.1,5.5,5.5,NA,6.4,6.5,5,4.9,4.8,5.1,4.6,5,2.7,NA,4.9,4.6
Miss Match,1081,398,556,1,1,NA,495,173,322,368,175,193,71,47,24,NA,51,165,6.3,6.1,6.7,10,10,NA,6.4,5.8,6.9,6.4,6.2,6.7,6,6.3,5.2,NA,6.4,6.3
The Mommies,59,29,22,NA,NA,NA,9,4,5,26,16,10,15,8,7,NA,8,33,5.9,5,5.9,NA,NA,NA,5.3,6.5,5.9,4.9,4.5,5.3,6.3,6,6.8,NA,5.5,5.7
My Name Is Earl,64469,46574,11595,1223,914,309,34472,27492,6980,18115,15023,3092,2841,2199,642,4,364,12846,7.8,7.9,7.6,8.2,8.3,7.8,7.8,7.9,7.6,7.8,7.8,7.6,7.7,7.7,7.3,7.8,6.7,7.7
My Two Dads,1193,672,384,2,NA,2,131,81,50,743,470,273,148,110,38,NA,74,637,5.7,5.6,6.1,9.5,NA,9.5,6.1,6.2,5.7,5.7,5.5,6.3,5.6,5.5,6,NA,5.7,5.7
NewsRadio,8756,6084,1728,36,31,5,2864,2211,653,3803,3047,756,892,693,199,1,208,4344,7.7,7.8,7.5,6,6.1,4.2,7.5,7.5,7.3,7.8,7.9,7.5,7.9,8,7.8,9,6.2,7.9
Night Court,3932,2587,835,3,1,2,465,320,145,2048,1593,455,810,622,188,2,160,2297,7.6,7.5,7.6,8,8,8,7.6,7.6,7.4,7.5,7.5,7.7,7.6,7.6,7.6,8,7.3,7.6
Nurses,157,91,40,1,1,NA,11,8,3,73,52,21,43,30,13,NA,22,87,6.4,6.5,6.5,10,10,NA,7,7,8,6.4,6.5,6.4,6.5,6.5,6.6,NA,5.9,6.5
The Office,128234,87152,27049,2498,1846,652,72687,55280,17407,30475,24243,6232,4628,3461,1167,12,352,51012,8.7,8.7,8.7,9,9,9,8.9,8.9,8.9,8.5,8.5,8.4,7.5,7.5,7.5,8.1,6.8,8.9
Outsourced,8489,5892,1967,130,100,30,4288,3164,1124,2657,2061,596,595,453,142,2,117,2890,6.9,6.9,6.9,7.5,7.3,8.2,7,7,7,6.9,6.9,6.9,6.7,6.7,6.9,8,4,6.2
Perfect Couples,2035,1331,545,15,7,8,932,638,294,752,562,190,132,109,23,1,37,1137,6.1,5.9,6.7,6.5,6.7,6.4,6.2,6,6.6,5.9,5.7,6.6,6.4,6.3,7.3,8,4.6,6.1
The Powers That Be,230,111,78,NA,NA,NA,19,12,7,84,51,33,83,47,36,NA,24,106,7.1,7.3,8.1,NA,NA,NA,3.8,3.4,8.8,7.9,8,7.4,9,9.1,8.6,NA,5.3,7
Punky Brewster,2127,1141,753,5,1,4,412,203,209,1250,793,457,170,119,51,NA,90,1033,6.1,5.8,6.8,9.9,10,9.8,6.6,6.3,7.1,6.1,5.9,7,5.2,5,5.5,NA,5.6,6.2
The Pursuit of Happiness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhythm City,10,7,2,NA,NA,NA,7,5,2,2,2,NA,NA,NA,NA,NA,3,9,5.7,3.1,10,NA,NA,NA,3.1,2.5,10,5.5,5.5,NA,NA,NA,NA,NA,2.3,3.4
Saved by the Bell,18275,10897,5450,252,108,144,8764,5440,3324,6172,4615,1557,688,510,178,1,262,7613,6.7,6.6,6.9,7.3,6.7,7.9,7.1,7,7.3,6.5,6.5,6.6,5.2,5.3,5,3,5.2,6.8
Saved by the Bell: The College Years,1767,1074,468,8,4,4,742,490,252,675,497,178,67,55,12,NA,81,877,5.9,5.8,6,8.2,8.8,8.3,6.4,6.4,6.3,5.5,5.4,5.8,4.9,4.8,4.9,NA,5.4,5.8
Saved by the Bell: The New Class,1047,638,273,4,3,1,409,258,151,419,323,96,48,37,11,NA,55,457,3.6,3.5,3.8,4,5,1,3.9,3.8,4,3.5,3.4,3.8,2.7,3,1.7,NA,3.4,3.4
Scrubs,134343,93352,27700,2445,1674,771,82855,63609,19246,29036,23419,5617,3747,2863,884,9,374,33581,8.5,8.5,8.3,8.8,8.8,8.6,8.6,8.7,8.4,8.2,8.2,8,7.7,7.8,7.2,7.1,6.4,8.4
The Second Half,16,9,4,NA,NA,NA,2,2,NA,3,1,2,6,5,1,NA,6,8,6.6,6.2,7,NA,NA,NA,7,7,NA,6.7,5,7.5,6.9,7.5,5,NA,5.3,7
Seinfeld,111618,81695,17108,1800,1455,345,56652,46953,9699,32252,27349,4903,5482,4314,1168,12,427,32895,8.9,9,8.3,8.5,8.6,8.1,9,9.1,8.3,8.8,8.9,8.3,8.5,8.6,8.1,8.6,7.3,9
Silver Spoons,1510,904,394,5,3,2,111,74,37,914,641,273,228,166,62,NA,103,886,5.8,5.7,6.3,6.8,7,8,6.3,6.4,6.1,5.9,5.8,6.5,5.2,5.1,5.5,NA,5.4,5.8
The Single Guy,267,177,47,NA,NA,NA,53,36,17,125,106,19,43,34,9,NA,28,134,5.7,5.9,5.7,NA,NA,NA,5.9,5.6,7.3,6.1,6.2,5.2,5.5,5.7,4.9,NA,4.6,5.9
Sister Kate,51,30,16,NA,NA,NA,2,2,NA,35,23,12,9,5,4,NA,7,31,7.1,5.8,7.2,NA,NA,NA,10,10,NA,6.4,5.8,7.2,5.9,5.3,8.8,NA,5,6.6
Something So Right,75,45,18,NA,NA,NA,20,15,5,31,23,8,11,7,4,NA,9,35,7.4,7,8.1,NA,NA,NA,8.8,8.7,9.2,6.3,6.1,7.4,7.2,7.2,7.8,NA,6.7,7.8
Something Wilder,42,29,6,NA,NA,NA,7,5,2,16,14,2,11,10,1,NA,11,16,7,7.3,7.8,NA,NA,NA,9.9,10,5.5,7.1,6.9,8,6.1,6.1,7,NA,5.8,7.2
Stark Raving Mad,549,315,159,3,1,2,188,124,64,209,145,64,67,43,24,NA,27,188,7.6,7.7,8.2,9.7,9,10,7.7,7.5,8.2,7.9,7.8,8.2,7.8,7.7,7.7,NA,6.1,7.3
Suddenly Susan,1451,832,422,NA,NA,NA,424,251,173,591,412,179,206,161,45,NA,105,417,5.5,5.4,5.7,NA,NA,NA,5.7,5.6,5.8,5.3,5.1,5.7,5.9,5.9,5.5,NA,5.1,5.5
Tattingers,46,29,12,NA,NA,NA,6,5,1,15,10,5,20,14,6,NA,12,27,7.4,7.5,7.3,NA,NA,NA,8.8,8.8,9,7.5,6.8,9,6.9,7.3,4.7,NA,6.7,7.6
Teachers,1935,1228,499,10,7,3,886,596,290,671,523,148,112,76,36,2,41,152,7.7,7.7,7.8,7,6.8,6,8,7.9,8.1,7.6,7.6,7.6,7.3,7.5,6.7,8,6.5,6.6
Three Sisters,92,36,38,1,1,NA,29,11,18,26,13,13,15,10,5,NA,10,24,6.9,6.3,6.7,8,8,NA,6.7,6.7,6.5,7,6,8.5,5.5,6,3,NA,5.4,6.3
The Torkelsons,502,144,295,1,NA,1,209,53,156,175,69,106,42,21,21,NA,29,337,7.4,7.2,8.2,1,NA,1,7.1,5.8,8.2,7.8,7.4,8.1,8.3,8.4,7.5,NA,5.2,7.9
The Tracy Morgan Show,183,128,33,NA,NA,NA,78,64,14,67,56,11,13,7,6,NA,14,77,5.1,5.1,6,NA,NA,NA,5.8,5.7,6.7,4.9,4.6,8.6,5.3,6.2,3.4,NA,4.4,5.8
Tucker,234,148,59,NA,NA,NA,156,108,48,36,30,6,10,7,3,NA,12,38,6.7,6.8,6.4,NA,NA,NA,7.2,7.1,7.4,6.4,6.6,5.3,5.1,5.7,5,NA,5.2,5.4
Twenty Good Years,244,168,44,NA,NA,NA,91,76,15,90,73,17,23,16,7,NA,15,108,5.4,5.8,5.1,NA,NA,NA,6.6,6.7,6.1,5.3,5.1,7.2,4.3,5,2.8,NA,3.8,5.3
Union Square,33,22,7,NA,NA,NA,4,2,2,16,11,5,9,9,NA,NA,6,20,4.4,4.6,6,NA,NA,NA,5.8,3.5,8,4.5,4,6,5.1,5.1,NA,NA,5,4.7
Veronica's Closet,1066,546,363,NA,NA,NA,321,177,144,420,267,153,147,95,52,NA,81,295,5.3,5.2,5.7,NA,NA,NA,5.6,5.4,5.8,5.2,5,5.7,5.5,5.4,5.8,NA,5.2,5.1
Watching Ellie,167,102,36,NA,NA,NA,49,39,10,60,42,18,25,19,6,NA,20,72,6.4,6.4,6.8,NA,NA,NA,6.8,5.9,8.6,6.5,6.6,6.1,5.7,6.2,4.2,NA,6.5,6.1
We Got It Made,54,37,8,NA,NA,NA,3,2,1,28,23,5,13,12,1,NA,10,36,6.1,5.4,3.9,NA,NA,NA,6.3,4.5,10,4.8,5.1,3.9,6,6,1,NA,5.4,5
Whoopi,424,248,106,NA,NA,NA,157,116,41,127,92,35,58,36,22,NA,33,146,6.1,6.2,6.3,NA,NA,NA,6.8,6.7,7.1,5.4,5.3,5.7,6.1,6.5,5.1,NA,5.2,6.2
Will & Grace,27438,13607,10851,248,101,147,13915,7062,6853,7895,5021,2874,1727,1139,588,5,287,7000,6.9,6.5,7.6,7.7,6.8,8.2,7.1,6.7,7.8,6.6,6.3,7.4,6.7,6.5,7.1,5.3,5.4,6.8
Wings,5586,3581,1362,17,13,4,1203,857,346,2577,1949,628,988,692,296,1,182,3299,7.1,7.1,7.1,6.6,6.4,9.3,6.7,6.7,6.7,7.1,7.1,7.1,7.4,7.3,7.6,7,5.8,7.3
Working,354,247,47,NA,NA,NA,92,78,14,160,136,24,36,29,7,NA,28,188,6.9,7.1,6.9,NA,NA,NA,7,7.2,5.9,6.9,6.9,6.6,7.3,7,8.1,NA,6.1,7.3
Working Girl,66,29,20,NA,NA,NA,10,6,4,25,13,12,12,10,2,NA,12,15,6.7,6.3,6.9,NA,NA,NA,7.5,7.6,7,6.1,5.6,6.8,6.6,6.5,7,NA,6.1,6.5
A Year in the Life,108,59,27,NA,NA,NA,6,5,1,39,24,15,37,29,8,NA,12,53,7.1,7.1,7.4,NA,NA,NA,3,3.8,1,8.7,8.4,9.3,7.7,7.5,8.8,NA,4.7,8
Aaron's Way,34,17,11,NA,NA,NA,4,3,1,13,7,6,11,7,4,NA,5,21,6.8,6.1,5.4,NA,NA,NA,5.8,5.7,6,5.8,6.2,5.5,5.6,6.1,7.3,NA,4.7,6.1
Agatha Christie's Partners in Crime,252,132,93,NA,NA,NA,45,26,19,80,49,31,96,57,39,NA,40,92,7,6.9,8,NA,NA,NA,5,4.2,7.1,7,6.8,7.7,7.9,7.8,8.2,NA,5.9,7
Amazing Stories,2639,1865,424,3,3,NA,474,368,106,1318,1125,193,434,331,103,NA,165,1009,7.3,7.3,7.4,7.7,7.7,NA,7.6,7.6,7.5,7.3,7.2,7.6,7.1,7,7.2,NA,6.8,7.5
American Dreams,2076,797,1017,7,1,6,972,350,622,567,303,264,208,129,79,1,47,994,7,6.5,7.8,8.2,8,8.3,7.3,6.4,8,6.5,6,7.4,7.4,7.5,7.2,8,5.9,7.2
The A-Team,18293,14060,2402,158,128,30,7030,6095,935,7618,6588,1030,1296,1025,271,2,303,3345,7.3,7.4,7.1,8.2,8.2,8,7.7,7.7,7.2,7.3,7.3,7,6.4,6.4,6.8,6.5,5.9,7
Bare Essence,40,18,14,NA,NA,NA,2,2,NA,9,4,5,21,12,9,NA,9,25,6.7,5.1,5.8,NA,NA,NA,7.5,7.5,NA,5.3,6.8,3.6,5.2,4.8,6,NA,5.3,5.4
Baywatch,14120,9594,3153,88,62,26,6564,4747,1817,4981,3983,998,878,670,208,1,276,2352,4.8,4.8,4.6,6,6.1,5.6,5.1,5.2,4.9,4.6,4.6,4.3,4,4,4.1,3,3.9,4.4
Berrenger's,30,10,13,NA,NA,NA,1,1,NA,10,3,7,11,5,6,NA,7,15,6.8,7.1,7,NA,NA,NA,10,10,NA,6,5.7,5.3,6.9,5.9,8.5,NA,5.3,7.1
Bionic Woman,6163,4444,1344,15,8,7,2184,1560,624,2700,2211,489,754,614,140,1,115,2203,5.5,5.5,5.7,8,8.3,7.4,5.6,5.5,6,5.5,5.5,5.4,5.5,5.6,5.3,5,5.3,5.4
The Black Donnellys,11014,7546,2575,24,15,9,5456,4024,1432,3702,2903,799,657,472,185,1,134,5029,7.8,7.9,7.8,6.9,6.5,7.5,8.1,8.1,8,7.8,7.8,7.6,7.5,7.5,7.1,7,5.3,7.7
Blacke's Magic,38,24,3,NA,NA,NA,NA,NA,NA,12,11,1,15,13,2,NA,8,19,6.9,7,8.3,NA,NA,NA,NA,NA,NA,5.7,5.7,5,7.7,7.5,10,NA,6.6,7.2
The Book of Daniel,650,360,200,NA,NA,NA,156,92,64,200,134,66,191,129,62,NA,25,352,7.5,7.5,8,NA,NA,NA,7.7,7.4,8.4,7.2,6.9,7.7,8.3,8.5,7.8,NA,5.9,7.2
Boomtown,1414,874,345,NA,NA,NA,432,323,109,528,390,138,241,156,85,NA,62,588,7.7,7.9,7.6,NA,NA,NA,7.4,7.7,6.5,7.9,7.9,8,8,8.1,7.8,NA,5.5,7.7
The Bronx Zoo,37,22,10,NA,NA,NA,4,3,1,15,9,6,12,9,3,NA,7,19,7.4,6.5,6.5,NA,NA,NA,9.8,9.7,10,6.5,6.3,7,6.1,6.2,7.3,NA,5.4,6.6
Chase,2402,1427,794,28,15,13,845,534,311,921,604,317,373,246,127,NA,66,771,6.6,6.4,7.3,7.8,7.8,7.6,6.8,6.5,7.5,6.4,6.2,7.2,6.5,6.4,7,NA,5.3,6.8
Chuck,78478,56144,16612,2328,1596,732,47258,36646,10612,17918,14281,3637,3367,2441,926,4,269,17152,8.1,8.1,8.1,9,9,9,8.3,8.3,8.3,7.8,7.8,7.7,7.7,7.6,7.8,6.8,6.2,8
Cold Feet,1552,802,542,5,2,3,479,264,215,590,374,216,236,146,90,NA,37,109,7.7,7.8,8,8.2,8,6.3,7.5,7.1,8.3,8,8.1,7.8,8.1,8.1,8,NA,5.5,5.9
Conviction,619,290,263,1,1,NA,164,73,91,259,144,115,116,67,49,NA,39,368,6.5,6.5,6.9,10,10,NA,6.7,6.6,6.8,6.5,6.3,7.2,6.6,6.7,6.3,NA,4.8,6.9
Crime Story,1336,993,164,2,1,1,144,130,14,614,538,76,367,304,63,NA,81,439,7.9,8,7.5,5.5,10,1,5.8,5.9,5.2,8.2,8.3,7.5,8.3,8.4,8.2,NA,6,7.3
Crossing Jordan,6239,2554,3108,43,8,35,2244,823,1421,2263,1141,1122,949,524,425,NA,145,2083,6.7,6.4,7.1,6.7,3.6,8,6.7,6.3,7.1,6.6,6.4,7.1,6.8,6.7,7.1,NA,5.8,6.8
Crusoe,1810,1290,397,28,20,8,886,676,210,548,433,115,200,147,53,NA,55,576,6.5,6.4,7.1,7.6,7.4,8,7.2,7.1,7.4,5.9,5.8,6.5,6,5.7,7.2,NA,4.9,6.6
Dark Skies,1061,786,141,NA,NA,NA,177,149,28,508,441,67,218,183,35,NA,61,275,7.3,7.4,7.4,NA,NA,NA,7.1,7.2,6.7,7.4,7.3,7.7,7.5,7.5,7.7,NA,6.9,7.4
Deadline,69,34,22,NA,NA,NA,9,4,5,31,20,11,15,10,5,NA,15,35,6.3,5.8,6.5,NA,NA,NA,7.5,6.8,9.4,5.8,6,5,5.2,5.7,3.6,NA,4.5,5.9
E-Ring,899,626,149,3,1,2,292,241,51,343,290,53,123,86,37,NA,44,220,6.7,6.7,7.3,9.3,10,9,6.8,6.7,7.5,6.6,6.5,7.3,7.1,7.1,6.9,NA,5.5,7.1
Earth 2,2874,1950,556,1,NA,1,540,425,115,1387,1114,273,491,370,121,NA,102,1047,6.8,6.7,7.1,10,NA,10,6.8,6.7,7.3,6.8,6.7,7.3,6.8,6.8,6.8,NA,6.4,6.7
